run_time,lati,long,zagl
2017-10-16T20:07:43Z,30.50133,-102.84817,5
2017-10-16T20:07:43Z,30.53805,-102.86503,5
2017-10-16T20:07:44Z,30.57816,-102.87553,5
2017-10-16T20:07:44Z,30.51887,-102.83632,5
2017-10-16T20:07:44Z,30.61837,-102.88601,5
2017-10-16T20:07:45Z,30.55913,-102.84678,5
2017-10-16T20:07:45Z,30.61656,-102.86807,5
2017-10-16T20:07:45Z,30.66211,-102.89024,5
2017-10-16T20:07:46Z,30.69379,-102.89510,5
2017-10-16T20:07:47Z,30.75916,-102.92323,5
2017-10-16T20:07:47Z,30.71704,-102.89462,5
2017-10-16T20:07:47Z,30.79109,-102.92808,5
2017-10-16T20:07:48Z,30.74012,-102.89440,5
2017-10-16T20:07:48Z,30.82281,-102.93279,5
2017-10-16T20:07:48Z,30.78029,-102.90492,5
2017-10-16T20:07:48Z,30.85957,-102.94981,5
2017-10-16T20:07:49Z,30.89958,-102.96033,5
2017-10-16T20:07:49Z,30.84035,-102.92062,5
2017-10-16T20:07:50Z,30.93130,-102.96498,5
2017-10-16T20:07:50Z,30.90035,-102.93638,5
2017-10-16T20:07:50Z,30.95437,-102.96386,5
2017-10-16T20:07:51Z,30.99950,-102.98679,5
2017-10-16T20:07:51Z,31.03114,-102.99150,5
2017-10-16T20:07:52Z,30.98021,-102.95754,5
2017-10-16T20:07:52Z,31.07941,-103.00817,5
2017-10-16T20:07:52Z,31.02016,-102.96820,5
2017-10-16T20:07:53Z,31.11932,-103.01894,5
2017-10-16T20:07:53Z,31.06007,-102.97893,5
2017-10-16T20:07:54Z,31.10003,-102.98962,5
2017-10-16T20:07:54Z,31.17923,-103.03507,5
2017-10-16T20:07:54Z,31.13713,-103.00595,5
2017-10-16T20:07:54Z,31.21924,-103.04578,5
2017-10-16T20:07:55Z,31.16866,-103.01105,5
2017-10-16T20:07:55Z,31.24259,-103.04453,5
2017-10-16T20:07:55Z,31.20019,-103.01622,5
2017-10-16T20:07:56Z,31.26587,-103.04355,5
2017-10-16T20:07:56Z,31.31950,-103.07246,5
2017-10-16T20:07:57Z,31.28904,-103.04292,5
2017-10-16T20:07:57Z,31.35963,-103.08317,5
2017-10-16T20:07:57Z,31.32063,-103.04811,5
2017-10-16T20:07:58Z,31.35776,-103.06458,5
