run_time,lati,long,zagl
2016-01-15T11:59:17Z,44.41060,12.12452,5
2016-01-15T11:59:18Z,44.44862,12.11518,5
2016-01-15T11:59:19Z,44.40580,12.16401,5
2016-01-15T11:59:19Z,44.49663,12.08126,5
2016-01-15T11:59:19Z,44.46869,12.11413,5
2016-01-15T11:59:20Z,44.41250,12.18618,5
2016-01-15T11:59:20Z,44.51699,12.08078,5
2016-01-15T11:59:20Z,44.45947,12.14591,5
2016-01-15T11:59:20Z,44.49124,12.12137,5
2016-01-15T11:59:20Z,44.53724,12.08027,5
2016-01-15T11:59:21Z,44.56861,12.05526,5
2016-01-15T11:59:21Z,44.59973,12.03020,5
2016-01-15T11:59:21Z,44.52831,12.11200,5
2016-01-15T11:59:21Z,44.49836,12.14395,5
2016-01-15T11:59:21Z,44.57460,12.07115,5
2016-01-15T11:59:22Z,44.62027,12.02965,5
2016-01-15T11:59:22Z,44.54779,12.11107,5
2016-01-15T11:59:22Z,44.65133,12.00456,5
2016-01-15T11:59:23Z,44.61195,12.06187,5
2016-01-15T11:59:23Z,44.64375,12.03713,5
2016-01-15T11:59:23Z,44.67550,12.01213,5
2016-01-15T11:59:23Z,44.72089,11.97039,5
2016-01-15T11:59:24Z,44.69591,12.01151,5
2016-01-15T11:59:24Z,44.72765,11.98641,5
2016-01-15T11:59:24Z,44.75915,11.96122,5
2016-01-15T11:59:25Z,44.68656,12.04304,5
2016-01-15T11:59:25Z,44.79039,11.93598,5
2016-01-15T11:59:25Z,44.71879,12.01835,5
2016-01-15T11:59:25Z,44.75085,11.99352,5
2016-01-15T11:59:25Z,44.82515,11.91874,5
2016-01-15T11:59:26Z,44.72351,12.03343,5
2016-01-15T11:59:26Z,44.80013,11.96001,5
2016-01-15T11:59:26Z,44.84610,11.91816,5
2016-01-15T11:59:26Z,44.77337,12.00019,5
2016-01-15T11:59:26Z,44.87727,11.89274,5
2016-01-15T11:59:27Z,44.82026,11.95902,5
2016-01-15T11:59:27Z,44.91175,11.87521,5
2016-01-15T11:59:27Z,44.85471,11.94161,5
2016-01-15T11:59:27Z,44.80985,11.99027,5
2016-01-15T11:59:27Z,44.88643,11.91666,5
