date,file,source_soundings,box_qc0_candidates,overpass_min_hour_utc,overpass_max_hour_utc
2016-12-07,oco2_LtCO2_161207_B11210Ar_240829172119s.nc4,150368,0,,
2016-12-08,oco2_LtCO2_161208_B11210Ar_240829172343s.nc4,164305,0,,
2016-12-09,oco2_LtCO2_161209_B11210Ar_240829172651s.nc4,194937,0,,
2016-12-10,oco2_LtCO2_161210_B11210Ar_240829172934s.nc4,148272,0,,
2016-12-11,oco2_LtCO2_161211_B11210Ar_240829173243s.nc4,136205,0,,
2016-12-12,oco2_LtCO2_161212_B11210Ar_240829173835s.nc4,178487,0,,
2016-12-13,oco2_LtCO2_161213_B11210Ar_240829174048s.nc4,146139,0,,
2016-12-14,oco2_LtCO2_161214_B11210Ar_240829174413s.nc4,138710,0,,
2016-12-15,oco2_LtCO2_161215_B11210Ar_240829174713s.nc4,158000,0,,
2016-12-16,oco2_LtCO2_161216_B11210Ar_240829175144s.nc4,147290,0,,
2016-12-17,oco2_LtCO2_161217_B11210Ar_240829175314s.nc4,124801,0,,
2016-12-18,oco2_LtCO2_161218_B11210Ar_240829175730s.nc4,138589,0,,
2016-12-19,oco2_LtCO2_161219_B11210Ar_240829175923s.nc4,154179,0,,
2016-12-20,oco2_LtCO2_161220_B11210Ar_240829180212s.nc4,140392,0,,
2016-12-21,oco2_LtCO2_161221_B11210Ar_240829180508s.nc4,138511,0,,
2016-12-22,oco2_LtCO2_161222_B11210Ar_240829180942s.nc4,129105,0,,
2016-12-23,oco2_LtCO2_161223_B11210Ar_240829181113s.nc4,173701,0,,
2016-12-24,oco2_LtCO2_161224_B11210Ar_240829181411s.nc4,126996,111,20.97,20.97
2016-12-25,oco2_LtCO2_161225_B11210Ar_240829181841s.nc4,139056,0,,
2016-12-26,oco2_LtCO2_161226_B11210Ar_240829182016s.nc4,144302,0,,
2016-12-27,oco2_LtCO2_161227_B11210Ar_240829182256s.nc4,144537,0,,
2016-12-28,oco2_LtCO2_161228_B11210Ar_240829182722s.nc4,141057,0,,
2016-12-29,oco2_LtCO2_161229_B11210Ar_240829182844s.nc4,153435,0,,
2016-12-30,oco2_LtCO2_161230_B11210Ar_240829183138s.nc4,132227,0,,
2017-01-01,oco2_LtCO2_170101_B11210Ar_240829200548s.nc4,131383,0,,
2017-01-02,oco2_LtCO2_170102_B11210Ar_240829201027s.nc4,110309,0,,
2017-01-03,oco2_LtCO2_170103_B11210Ar_240829201304s.nc4,155555,0,,
2017-01-04,oco2_LtCO2_170104_B11210Ar_240829201554s.nc4,157984,0,,
2017-01-05,oco2_LtCO2_170105_B11210Ar_240829201724s.nc4,166795,0,,
2017-01-06,oco2_LtCO2_170106_B11210Ar_240829202203s.nc4,186466,0,,
2017-01-07,oco2_LtCO2_170107_B11210Ar_240829202511s.nc4,153110,0,,
2017-01-08,oco2_LtCO2_170108_B11210Ar_240829202816s.nc4,159162,0,,
2017-01-09,oco2_LtCO2_170109_B11210Ar_240829202929s.nc4,155343,0,,
2017-01-10,oco2_LtCO2_170110_B11210Ar_240829203252s.nc4,173577,0,,
2017-01-11,oco2_LtCO2_170111_B11210Ar_240829203829s.nc4,159566,0,,
2017-01-12,oco2_LtCO2_170112_B11210Ar_240829204133s.nc4,125802,0,,
2017-01-13,oco2_LtCO2_170113_B11210Ar_240829204448s.nc4,183796,0,,
2017-01-15,oco2_LtCO2_170115_B11210Ar_240829205032s.nc4,150476,0,,
2017-01-16,oco2_LtCO2_170116_B11210Ar_240829205354s.nc4,153549,3361,21.02,21.12
2017-01-17,oco2_LtCO2_170117_B11210Ar_240829205633s.nc4,178442,0,,
2017-01-18,oco2_LtCO2_170118_B11210Ar_240829205734s.nc4,145820,0,,
2017-01-19,oco2_LtCO2_170119_B11210Ar_240829210033s.nc4,136721,0,,
2017-01-20,oco2_LtCO2_170120_B11210Ar_240829210447s.nc4,174096,0,,
2017-01-21,oco2_LtCO2_170121_B11210Ar_240829210744s.nc4,150838,0,,
2017-01-22,oco2_LtCO2_170122_B11210Ar_240829210814s.nc4,145718,0,,
2017-01-23,oco2_LtCO2_170123_B11210Ar_240829211047s.nc4,152720,0,,
2017-01-24,oco2_LtCO2_170124_B11210Ar_240829211453s.nc4,182455,0,,
2017-01-25,oco2_LtCO2_170125_B11210Ar_240829211619s.nc4,147712,420,20.97,20.98
2017-01-26,oco2_LtCO2_170126_B11210Ar_240829211740s.nc4,151917,0,,
2017-01-27,oco2_LtCO2_170127_B11210Ar_240829211915s.nc4,173033,409,20.79,20.79
2017-01-28,oco2_LtCO2_170128_B11210Ar_240829212158s.nc4,178148,0,,
2017-01-29,oco2_LtCO2_170129_B11210Ar_240829212320s.nc4,153538,0,,
2017-01-30,oco2_LtCO2_170130_B11210Ar_240829212549s.nc4,166211,0,,
2017-01-31,oco2_LtCO2_170131_B11210Ar_240829212722s.nc4,194664,0,,
2017-02-01,oco2_LtCO2_170201_B11210Ar_240829200603s.nc4,129696,55,21.07,21.08
2017-02-02,oco2_LtCO2_170202_B11210Ar_240829200952s.nc4,165156,0,,
2017-02-03,oco2_LtCO2_170203_B11210Ar_240829201129s.nc4,176919,43,20.89,20.9
2017-02-04,oco2_LtCO2_170204_B11210Ar_240829201551s.nc4,169619,0,,
2017-02-06,oco2_LtCO2_170206_B11210Ar_240829202202s.nc4,161254,0,,
2017-02-07,oco2_LtCO2_170207_B11210Ar_240829202333s.nc4,185835,0,,
2017-02-08,oco2_LtCO2_170208_B11210Ar_240829202640s.nc4,147580,0,,
2017-02-09,oco2_LtCO2_170209_B11210Ar_240829203054s.nc4,171711,0,,
2017-02-10,oco2_LtCO2_170210_B11210Ar_240829203428s.nc4,177769,0,,
2017-02-11,oco2_LtCO2_170211_B11210Ar_240829203640s.nc4,184644,0,,
2017-02-12,oco2_LtCO2_170212_B11210Ar_240829203952s.nc4,144863,0,,
2017-02-13,oco2_LtCO2_170213_B11210Ar_240829204314s.nc4,156077,0,,
2017-02-14,oco2_LtCO2_170214_B11210Ar_240829204619s.nc4,196951,0,,
2017-02-15,oco2_LtCO2_170215_B11210Ar_240829205045s.nc4,167450,0,,
2017-02-16,oco2_LtCO2_170216_B11210Ar_240829205331s.nc4,183445,0,,
2017-02-17,oco2_LtCO2_170217_B11210Ar_240829205610s.nc4,179746,0,,
2017-02-18,oco2_LtCO2_170218_B11210Ar_240829205754s.nc4,179120,0,,
2017-02-19,oco2_LtCO2_170219_B11210Ar_240829210159s.nc4,153116,0,,
2017-02-20,oco2_LtCO2_170220_B11210Ar_240829210446s.nc4,157883,0,,
2017-02-21,oco2_LtCO2_170221_B11210Ar_240829210616s.nc4,71110,0,,
2017-02-28,oco2_LtCO2_170228_B11210Ar_240829210942s.nc4,143292,45,20.79,20.79
2017-03-01,oco2_LtCO2_170301_B11210Ar_240829200657s.nc4,180695,0,,
2017-03-02,oco2_LtCO2_170302_B11210Ar_240829200827s.nc4,162830,0,,
2017-03-03,oco2_LtCO2_170303_B11210Ar_240829201304s.nc4,150961,0,,
2017-03-04,oco2_LtCO2_170304_B11210Ar_240829201418s.nc4,190413,0,,
2017-03-05,oco2_LtCO2_170305_B11210Ar_240829201853s.nc4,158732,52,21.08,21.09
2017-03-06,oco2_LtCO2_170306_B11210Ar_240829202021s.nc4,165942,0,,
2017-03-07,oco2_LtCO2_170307_B11210Ar_240829202503s.nc4,191893,451,20.88,20.89
2017-03-08,oco2_LtCO2_170308_B11210Ar_240829202642s.nc4,199806,0,,
2017-03-09,oco2_LtCO2_170309_B11210Ar_240829202937s.nc4,144264,0,,
2017-03-10,oco2_LtCO2_170310_B11210Ar_240829203421s.nc4,166299,0,,
2017-03-11,oco2_LtCO2_170311_B11210Ar_240829203646s.nc4,181047,0,,
2017-03-12,oco2_LtCO2_170312_B11210Ar_240829204003s.nc4,139378,0,,
2017-03-13,oco2_LtCO2_170313_B11210Ar_240829204321s.nc4,175828,0,,
2017-03-14,oco2_LtCO2_170314_B11210Ar_240829204736s.nc4,180730,4866,20.93,21.02
2017-03-15,oco2_LtCO2_170315_B11210Ar_240829204905s.nc4,187961,0,,
2017-03-16,oco2_LtCO2_170316_B11210Ar_240829205214s.nc4,155825,0,,
2017-03-17,oco2_LtCO2_170317_B11210Ar_240829205453s.nc4,144993,0,,
2017-03-18,oco2_LtCO2_170318_B11210Ar_240829205907s.nc4,170927,0,,
2017-03-19,oco2_LtCO2_170319_B11210Ar_240829210153s.nc4,167888,0,,
2017-03-20,oco2_LtCO2_170320_B11210Ar_240829210319s.nc4,164047,0,,
2017-03-21,oco2_LtCO2_170321_B11210Ar_240829210655s.nc4,160737,0,,
2017-03-22,oco2_LtCO2_170322_B11210Ar_240829210918s.nc4,188887,0,,
2017-03-23,oco2_LtCO2_170323_B11210Ar_240829211204s.nc4,118726,0,,
2017-03-24,oco2_LtCO2_170324_B11210Ar_240829211334s.nc4,132935,0,,
2017-03-27,oco2_LtCO2_170327_B11210Ar_240829212025s.nc4,149962,0,,
2017-04-01,oco2_LtCO2_170401_B11210Ar_240829200725s.nc4,176452,0,,
2017-04-05,oco2_LtCO2_170405_B11210Ar_240829201855s.nc4,179516,0,,
2017-04-07,oco2_LtCO2_170407_B11210Ar_240829202339s.nc4,152471,0,,
2017-04-09,oco2_LtCO2_170409_B11210Ar_240829203059s.nc4,166542,0,,
2017-04-10,oco2_LtCO2_170410_B11210Ar_240829203241s.nc4,159088,0,,
2017-04-11,oco2_LtCO2_170411_B11210Ar_240829203821s.nc4,149895,0,,
2017-04-12,oco2_LtCO2_170412_B11210Ar_240829204122s.nc4,156713,0,,
2017-04-13,oco2_LtCO2_170413_B11210Ar_240829204441s.nc4,142638,0,,
2017-04-14,oco2_LtCO2_170414_B11210Ar_240829204809s.nc4,142923,0,,
2017-04-21,oco2_LtCO2_170421_B11210Ar_240829210620s.nc4,156148,0,,
2017-04-25,oco2_LtCO2_170425_B11210Ar_240829211501s.nc4,140529,0,,
2017-04-26,oco2_LtCO2_170426_B11210Ar_240829211856s.nc4,165164,0,,
2017-04-27,oco2_LtCO2_170427_B11210Ar_240829212041s.nc4,131449,0,,
2017-04-28,oco2_LtCO2_170428_B11210Ar_240829212144s.nc4,147323,0,,
2017-04-29,oco2_LtCO2_170429_B11210Ar_240829212442s.nc4,149170,6409,21.12,21.22
2017-04-30,oco2_LtCO2_170430_B11210Ar_240829212718s.nc4,166381,0,,
2017-05-01,oco2_LtCO2_170501_B11210Ar_240903231738s.nc4,129249,307,20.97,20.98
2017-05-02,oco2_LtCO2_170502_B11210Ar_240903232058s.nc4,140733,0,,
2017-05-03,oco2_LtCO2_170503_B11210Ar_240903232214s.nc4,163260,0,,
2017-05-04,oco2_LtCO2_170504_B11210Ar_240903232455s.nc4,177679,0,,
2017-05-05,oco2_LtCO2_170505_B11210Ar_240903232621s.nc4,136895,0,,
2017-05-06,oco2_LtCO2_170506_B11210Ar_240903232912s.nc4,137661,0,,
2017-05-07,oco2_LtCO2_170507_B11210Ar_240903233033s.nc4,180643,0,,
2017-05-08,oco2_LtCO2_170508_B11210Ar_240903233243s.nc4,138512,218,21.07,21.08
2017-05-09,oco2_LtCO2_170509_B11210Ar_240903233528s.nc4,141528,0,,
2017-05-10,oco2_LtCO2_170510_B11210Ar_240903233855s.nc4,160510,924,20.87,20.88
2017-05-11,oco2_LtCO2_170511_B11210Ar_240903234057s.nc4,163870,0,,
2017-05-12,oco2_LtCO2_170512_B11210Ar_240903234223s.nc4,158287,0,,
2017-05-13,oco2_LtCO2_170513_B11210Ar_240903234524s.nc4,134796,0,,
2017-05-14,oco2_LtCO2_170514_B11210Ar_240903234701s.nc4,171809,0,,
2017-05-15,oco2_LtCO2_170515_B11210Ar_240903234932s.nc4,140853,0,,
2017-05-16,oco2_LtCO2_170516_B11210Ar_240903235205s.nc4,158481,0,,
2017-05-17,oco2_LtCO2_170517_B11210Ar_240903235408s.nc4,153033,3039,20.92,21.02
2017-05-18,oco2_LtCO2_170518_B11210Ar_240903235546s.nc4,165946,0,,
2017-05-19,oco2_LtCO2_170519_B11210Ar_240903235831s.nc4,95039,0,,
2017-05-20,oco2_LtCO2_170520_B11210Ar_240904000037s.nc4,101552,0,,
2017-05-21,oco2_LtCO2_170521_B11210Ar_240904000133s.nc4,163603,0,,
2017-05-22,oco2_LtCO2_170522_B11210Ar_240904000332s.nc4,143789,0,,
2017-05-23,oco2_LtCO2_170523_B11210Ar_240904000540s.nc4,161480,0,,
2017-05-24,oco2_LtCO2_170524_B11210Ar_240904000743s.nc4,173850,0,,
2017-05-25,oco2_LtCO2_170525_B11210Ar_240904001043s.nc4,182487,0,,
2017-05-26,oco2_LtCO2_170526_B11210Ar_240904001234s.nc4,157678,0,,
2017-05-27,oco2_LtCO2_170527_B11210Ar_240904001359s.nc4,152680,0,,
2017-05-28,oco2_LtCO2_170528_B11210Ar_240904001702s.nc4,187453,0,,
2017-05-29,oco2_LtCO2_170529_B11210Ar_240904001830s.nc4,165144,0,,
2017-05-30,oco2_LtCO2_170530_B11210Ar_240904002042s.nc4,152354,0,,
2017-05-31,oco2_LtCO2_170531_B11210Ar_240904002219s.nc4,131230,0,,
2017-06-01,oco2_LtCO2_170601_B11210Ar_240903231803s.nc4,180956,0,,
2017-06-02,oco2_LtCO2_170602_B11210Ar_240903231938s.nc4,142724,444,20.97,20.98
2017-06-03,oco2_LtCO2_170603_B11210Ar_240903232322s.nc4,140879,0,,
2017-06-04,oco2_LtCO2_170604_B11210Ar_240903232437s.nc4,176755,0,,
2017-06-05,oco2_LtCO2_170605_B11210Ar_240903232731s.nc4,179132,0,,
2017-06-06,oco2_LtCO2_170606_B11210Ar_240903232937s.nc4,167903,0,,
2017-06-07,oco2_LtCO2_170607_B11210Ar_240903233200s.nc4,158122,0,,
2017-06-08,oco2_LtCO2_170608_B11210Ar_240903233418s.nc4,171217,0,,
2017-06-09,oco2_LtCO2_170609_B11210Ar_240903233617s.nc4,142813,391,21.07,21.08
2017-06-10,oco2_LtCO2_170610_B11210Ar_240903233939s.nc4,158376,0,,
2017-06-11,oco2_LtCO2_170611_B11210Ar_240903234215s.nc4,174494,774,20.87,20.88
2017-06-12,oco2_LtCO2_170612_B11210Ar_240903234348s.nc4,182558,0,,
2017-06-13,oco2_LtCO2_170613_B11210Ar_240903234530s.nc4,159865,0,,
2017-06-14,oco2_LtCO2_170614_B11210Ar_240903234811s.nc4,153855,0,,
2017-06-15,oco2_LtCO2_170615_B11210Ar_240903235008s.nc4,181693,0,,
2017-06-16,oco2_LtCO2_170616_B11210Ar_240903235130s.nc4,150284,0,,
2017-06-17,oco2_LtCO2_170617_B11210Ar_240903235454s.nc4,158621,0,,
2017-06-18,oco2_LtCO2_170618_B11210Ar_240903235612s.nc4,176968,0,,
2017-06-19,oco2_LtCO2_170619_B11210Ar_240903235735s.nc4,178852,0,,
2017-06-20,oco2_LtCO2_170620_B11210Ar_240903235920s.nc4,151616,0,,
2017-06-21,oco2_LtCO2_170621_B11210Ar_240904000217s.nc4,149515,0,,
2017-06-22,oco2_LtCO2_170622_B11210Ar_240904000413s.nc4,193074,0,,
2017-06-23,oco2_LtCO2_170623_B11210Ar_240904000626s.nc4,145703,158,21.23,21.32
2017-06-24,oco2_LtCO2_170624_B11210Ar_240904000817s.nc4,145133,0,,
2017-06-25,oco2_LtCO2_170625_B11210Ar_240904000935s.nc4,159157,30,21.03,21.03
2017-06-26,oco2_LtCO2_170626_B11210Ar_240904001207s.nc4,163029,0,,
2017-06-27,oco2_LtCO2_170627_B11210Ar_240904001452s.nc4,151572,0,,
2017-06-28,oco2_LtCO2_170628_B11210Ar_240904001622s.nc4,139923,0,,
2017-06-29,oco2_LtCO2_170629_B11210Ar_240904001905s.nc4,180532,0,,
2017-06-30,oco2_LtCO2_170630_B11210Ar_240904002114s.nc4,137856,0,,
2017-07-01,oco2_LtCO2_170701_B11210Ar_240903231911s.nc4,168796,0,,
2017-07-02,oco2_LtCO2_170702_B11210Ar_240903232035s.nc4,161680,0,,
2017-07-03,oco2_LtCO2_170703_B11210Ar_240903232155s.nc4,179020,0,,
2017-07-04,oco2_LtCO2_170704_B11210Ar_240903232338s.nc4,159507,405,20.97,20.97
2017-07-05,oco2_LtCO2_170705_B11210Ar_240903232606s.nc4,155871,0,,
2017-07-06,oco2_LtCO2_170706_B11210Ar_240903232741s.nc4,200427,0,,
2017-07-07,oco2_LtCO2_170707_B11210Ar_240903233105s.nc4,171902,0,,
2017-07-08,oco2_LtCO2_170708_B11210Ar_240903233339s.nc4,153982,0,,
2017-07-09,oco2_LtCO2_170709_B11210Ar_240903233710s.nc4,147653,0,,
2017-07-10,oco2_LtCO2_170710_B11210Ar_240903233743s.nc4,192783,0,,
2017-07-11,oco2_LtCO2_170711_B11210Ar_240903234038s.nc4,152530,336,21.07,21.08
2017-07-12,oco2_LtCO2_170712_B11210Ar_240903234344s.nc4,165425,0,,
2017-07-13,oco2_LtCO2_170713_B11210Ar_240903234641s.nc4,190855,142,20.87,20.88
2017-07-14,oco2_LtCO2_170714_B11210Ar_240903234825s.nc4,179936,0,,
2017-07-15,oco2_LtCO2_170715_B11210Ar_240903235046s.nc4,173395,0,,
2017-07-16,oco2_LtCO2_170716_B11210Ar_240903235250s.nc4,153044,0,,
2017-07-17,oco2_LtCO2_170717_B11210Ar_240903235330s.nc4,174872,0,,
2017-07-18,oco2_LtCO2_170718_B11210Ar_240903235706s.nc4,150614,0,,
2017-07-19,oco2_LtCO2_170719_B11210Ar_240903235857s.nc4,187613,0,,
2017-07-20,oco2_LtCO2_170720_B11210Ar_240904000053s.nc4,201156,480,20.96,20.98
2017-07-21,oco2_LtCO2_170721_B11210Ar_240904000251s.nc4,179689,0,,
2017-07-22,oco2_LtCO2_170722_B11210Ar_240904000450s.nc4,170382,0,,
2017-07-23,oco2_LtCO2_170723_B11210Ar_240904000659s.nc4,161467,0,,
2017-07-24,oco2_LtCO2_170724_B11210Ar_240904000912s.nc4,193733,0,,
2017-07-25,oco2_LtCO2_170725_B11210Ar_240904001114s.nc4,160081,0,,
2017-07-26,oco2_LtCO2_170726_B11210Ar_240904001327s.nc4,179083,0,,
2017-07-27,oco2_LtCO2_170727_B11210Ar_240904001517s.nc4,176602,8,21.11,21.11
2017-07-28,oco2_LtCO2_170728_B11210Ar_240904001738s.nc4,188733,0,,
2017-07-29,oco2_LtCO2_170729_B11210Ar_240904001955s.nc4,165694,0,,
2017-07-30,oco2_LtCO2_170730_B11210Ar_240904002032s.nc4,13005,0,,
2017-09-19,oco2_LtCO2_170919_B11210Ar_240909222603s.nc4,76229,0,,
2017-09-20,oco2_LtCO2_170920_B11210Ar_240909222926s.nc4,152342,0,,
2017-09-21,oco2_LtCO2_170921_B11210Ar_240909223225s.nc4,107629,0,,
2017-09-22,oco2_LtCO2_170922_B11210Ar_240909223316s.nc4,44348,845,20.97,20.98
2017-09-23,oco2_LtCO2_170923_B11210Ar_240909223645s.nc4,187625,0,,
2017-09-24,oco2_LtCO2_170924_B11210Ar_240909223958s.nc4,166363,0,,
2017-09-25,oco2_LtCO2_170925_B11210Ar_240909224304s.nc4,103903,0,,
2017-09-26,oco2_LtCO2_170926_B11210Ar_240909224652s.nc4,122992,0,,
2017-09-27,oco2_LtCO2_170927_B11210Ar_240909224750s.nc4,40041,0,,
2017-09-28,oco2_LtCO2_170928_B11210Ar_240909225016s.nc4,89631,0,,
2017-09-29,oco2_LtCO2_170929_B11210Ar_240909225218s.nc4,64504,0,,
2017-09-30,oco2_LtCO2_170930_B11210Ar_240909225342s.nc4,169628,0,,
2017-10-01,oco2_LtCO2_171001_B11210Ar_240909222643s.nc4,134146,0,,
2017-10-02,oco2_LtCO2_171002_B11210Ar_240909222929s.nc4,119265,0,,
2017-10-03,oco2_LtCO2_171003_B11210Ar_240909223213s.nc4,120551,0,,
2017-10-04,oco2_LtCO2_171004_B11210Ar_240909223444s.nc4,40331,0,,
2017-10-06,oco2_LtCO2_171006_B11210Ar_240909223902s.nc4,60477,6570,21.12,21.22
2017-10-07,oco2_LtCO2_171007_B11210Ar_240909224310s.nc4,189679,0,,
2017-10-08,oco2_LtCO2_171008_B11210Ar_240909224529s.nc4,149811,409,20.97,20.97
2017-10-09,oco2_LtCO2_171009_B11210Ar_240909224815s.nc4,131934,0,,
2017-10-10,oco2_LtCO2_171010_B11210Ar_240909225044s.nc4,100051,0,,
2017-10-11,oco2_LtCO2_171011_B11210Ar_240909225134s.nc4,81213,0,,
2017-10-12,oco2_LtCO2_171012_B11210Ar_240909225505s.nc4,106583,0,,
2017-10-13,oco2_LtCO2_171013_B11210Ar_240909225553s.nc4,38476,0,,
2017-10-14,oco2_LtCO2_171014_B11210Ar_240909225741s.nc4,188925,0,,
2017-10-15,oco2_LtCO2_171015_B11210Ar_240909230033s.nc4,150491,477,21.07,21.08
2017-10-16,oco2_LtCO2_171016_B11210Ar_240909230236s.nc4,135534,0,,
2017-10-17,oco2_LtCO2_171017_B11210Ar_240909230349s.nc4,116310,0,,
2017-10-18,oco2_LtCO2_171018_B11210Ar_240909230728s.nc4,44166,0,,
2017-10-19,oco2_LtCO2_171019_B11210Ar_240909230749s.nc4,101154,0,,
2017-10-20,oco2_LtCO2_171020_B11210Ar_240909230901s.nc4,61401,0,,
2017-10-21,oco2_LtCO2_171021_B11210Ar_240909231057s.nc4,164090,0,,
2017-10-22,oco2_LtCO2_171022_B11210Ar_240909231337s.nc4,150398,0,,
2017-10-23,oco2_LtCO2_171023_B11210Ar_240909231432s.nc4,134766,0,,
2017-10-24,oco2_LtCO2_171024_B11210Ar_240909231704s.nc4,92107,0,,
2017-10-25,oco2_LtCO2_171025_B11210Ar_240909231911s.nc4,83589,0,,
2017-10-26,oco2_LtCO2_171026_B11210Ar_240909232112s.nc4,88214,0,,
2017-10-27,oco2_LtCO2_171027_B11210Ar_240909232153s.nc4,62076,0,,
2017-10-29,oco2_LtCO2_171029_B11210Ar_240909232503s.nc4,159429,0,,
2017-10-30,oco2_LtCO2_171030_B11210Ar_240909232647s.nc4,115376,0,,
2017-11-04,oco2_LtCO2_171104_B11210Ar_240909222718s.nc4,76716,0,,
2017-11-05,oco2_LtCO2_171105_B11210Ar_240909222804s.nc4,165836,0,,
2017-11-07,oco2_LtCO2_171107_B11210Ar_240909223351s.nc4,158433,0,,
2017-11-08,oco2_LtCO2_171108_B11210Ar_240909223731s.nc4,176465,0,,
2017-11-09,oco2_LtCO2_171109_B11210Ar_240909224132s.nc4,142153,452,20.97,20.98
2017-11-10,oco2_LtCO2_171110_B11210Ar_240909224413s.nc4,133321,0,,
2017-11-11,oco2_LtCO2_171111_B11210Ar_240909224439s.nc4,173880,741,20.78,20.79
2017-11-12,oco2_LtCO2_171112_B11210Ar_240909224854s.nc4,157302,0,,
2017-11-14,oco2_LtCO2_171114_B11210Ar_240909225250s.nc4,137571,0,,
2017-11-16,oco2_LtCO2_171116_B11210Ar_240909225620s.nc4,132325,0,,
2017-11-18,oco2_LtCO2_171118_B11210Ar_240909225951s.nc4,151798,708,20.88,20.9
