region,date,box_candidates,min_hour_utc,max_hour_utc
appalachia_seUS,20160725,84,18.5,18.51
appalachia_seUS,20160730,13,18.81,18.81
appalachia_seUS,20160831,43,18.81,18.81
appalachia_seUS,20160902,135,18.62,18.62
appalachia_seUS,20160911,36,18.5,18.51
appalachia_seUS,20160918,7,18.6,18.6
appalachia_seUS,20160920,74,18.41,18.42
appalachia_seUS,20160925,349,18.7,18.71
appalachia_seUS,20160927,231,18.51,18.52
appalachia_seUS,20161004,2,18.61,18.61
appalachia_seUS,20161013,206,18.5,18.5
appalachia_seUS,20161015,182,18.31,18.32
appalachia_seUS,20161020,89,18.6,18.6
appalachia_seUS,20161022,487,18.41,18.42
appalachia_seUS,20161116,1224,18.32,18.33
appalachia_seUS,20161121,1118,18.6,18.62
appalachia_seUS,20161223,519,18.6,18.61
appalachia_seUS,20161225,230,18.42,18.43
appalachia_seUS,20170119,491,18.32,18.33
appalachia_seUS,20170124,768,18.6,18.61
appalachia_seUS,20170126,628,18.42,18.43
appalachia_seUS,20170131,170,18.71,18.71
appalachia_seUS,20170202,112,18.53,18.54
appalachia_seUS,20170209,166,18.63,18.64
appalachia_seUS,20170304,869,18.71,18.73
appalachia_seUS,20170322,433,18.52,18.52
appalachia_seUS,20170405,69,18.72,18.73
appalachia_seUS,20170407,27,18.51,18.52
appalachia_seUS,20170412,509,18.81,18.82
appalachia_seUS,20170430,1,18.62,18.62
appalachia_seUS,20170502,730,18.41,18.42
appalachia_seUS,20170507,516,18.71,18.72
appalachia_seUS,20170509,10,18.51,18.52
appalachia_seUS,20170514,722,18.81,18.82
appalachia_seUS,20170516,665,18.61,18.63
appalachia_seUS,20170525,10,18.51,18.51
appalachia_seUS,20170603,447,18.41,18.42
appalachia_seUS,20170608,69,18.71,18.71
appalachia_seUS,20170610,16,18.51,18.51
appalachia_seUS,20170615,5,18.81,18.81
appalachia_seUS,20170617,25,18.61,18.62
appalachia_seUS,20170624,2,18.72,18.72
appalachia_seUS,20170626,335,18.51,18.51
appalachia_seUS,20170703,23,18.61,18.61
appalachia_seUS,20170705,11,18.4,18.41
appalachia_seUS,20170710,330,18.71,18.71
appalachia_seUS,20170717,33,18.81,18.82
appalachia_seUS,20170719,108,18.61,18.62
appalachia_seUS,20170726,49,18.71,18.71
appalachia_seUS,20170919,144,18.81,18.82
appalachia_seUS,20170930,542,18.51,18.52
appalachia_seUS,20171002,703,18.31,18.33
appalachia_seUS,20171014,69,18.71,18.72
appalachia_seUS,20171016,43,18.52,18.53
appalachia_seUS,20171110,284,18.42,18.43
pnw_oregon,20150113,122,20.95,20.96
pnw_oregon,20150207,6,20.86,20.86
pnw_oregon,20150214,167,20.96,20.96
pnw_oregon,20150219,82,21.24,21.25
pnw_oregon,20150221,151,21.04,21.05
pnw_oregon,20150228,455,21.14,21.15
pnw_oregon,20150307,1,21.28,21.28
pnw_oregon,20150309,545,21.06,21.07
pnw_oregon,20150318,451,20.95,20.96
pnw_oregon,20150401,23,21.14,21.14
pnw_oregon,20150419,5,20.98,20.99
pnw_oregon,20150528,158,21.04,21.05
pnw_oregon,20150602,1,21.38,21.38
pnw_oregon,20150604,61,21.14,21.14
pnw_oregon,20150606,711,20.93,20.95
pnw_oregon,20150611,515,21.24,21.25
pnw_oregon,20150613,731,21.03,21.04
pnw_oregon,20150620,99,21.14,21.14
pnw_oregon,20150704,8,21.36,21.36
pnw_oregon,20150706,300,21.14,21.15
pnw_oregon,20150708,245,20.94,20.95
pnw_oregon,20150713,15,21.24,21.25
pnw_oregon,20150715,247,21.04,21.05
pnw_oregon,20150722,147,21.14,21.14
pnw_oregon,20150731,242,21.03,21.04
pnw_oregon,20150805,111,21.35,21.35
pnw_oregon,20150807,619,21.13,21.14
pnw_oregon,20150816,451,21.04,21.05
pnw_oregon,20150821,488,21.35,21.36
pnw_oregon,20150901,151,21.03,21.03
pnw_oregon,20150903,322,20.84,20.85
pnw_oregon,20150908,400,21.13,21.14
pnw_oregon,20150910,561,20.94,20.95
pnw_oregon,20150917,2,21.06,21.06
pnw_oregon,20151010,38,21.13,21.13
pnw_oregon,20151012,193,20.94,20.95
pnw_oregon,20151104,514,21.02,21.03
pnw_oregon,20151111,61,21.12,21.13
pnw_oregon,20151206,2,21.02,21.02
pnw_oregon,20151220,1,21.23,21.23
pnw_oregon,20160102,1,20.75,20.75
pnw_oregon,20160107,22,21.02,21.02
pnw_oregon,20160208,388,21.02,21.03
pnw_oregon,20160217,7,20.94,20.94
pnw_oregon,20160222,53,21.23,21.24
pnw_oregon,20160313,86,20.84,20.85
pnw_oregon,20160318,1,21.13,21.13
pnw_oregon,20160327,10,21.05,21.05
pnw_oregon,20160412,81,21.03,21.03
pnw_oregon,20160414,6,20.84,20.84
pnw_oregon,20160419,664,21.13,21.14
pnw_oregon,20160523,9,20.93,20.94
pnw_oregon,20160528,10,21.23,21.23
pnw_oregon,20160606,509,21.13,21.14
pnw_oregon,20160615,39,21.03,21.03
pnw_oregon,20160622,224,21.12,21.13
pnw_oregon,20160624,240,20.92,20.93
pnw_oregon,20160629,736,21.22,21.23
pnw_oregon,20160715,84,21.24,21.24
pnw_oregon,20160717,99,21.02,21.03
pnw_oregon,20160724,769,21.12,21.13
pnw_oregon,20160726,993,20.92,20.93
pnw_oregon,20160731,456,21.22,21.23
pnw_oregon,20160802,282,21.02,21.03
pnw_oregon,20160807,208,21.33,21.34
pnw_oregon,20160825,679,21.12,21.13
pnw_oregon,20160903,1,21.03,21.03
pnw_oregon,20160919,61,21.01,21.01
pnw_oregon,20160921,135,20.82,20.83
pnw_oregon,20160926,725,21.11,21.12
pnw_oregon,20160928,343,20.92,20.94
pnw_oregon,20161028,189,21.12,21.12
pnw_oregon,20161122,15,21.02,21.02
pnw_oregon,20161129,15,21.12,21.13
pnw_oregon,20161224,196,21.02,21.03
pnw_oregon,20170210,21,21.05,21.05
pnw_oregon,20170228,66,20.85,20.85
pnw_oregon,20170305,13,21.13,21.13
pnw_oregon,20170508,720,21.12,21.13
pnw_oregon,20170510,780,20.93,20.94
pnw_oregon,20170517,116,21.04,21.05
pnw_oregon,20170524,186,21.13,21.13
pnw_oregon,20170602,357,21.02,21.03
pnw_oregon,20170609,19,21.12,21.13
pnw_oregon,20170611,47,20.93,20.94
pnw_oregon,20170623,372,21.34,21.35
pnw_oregon,20170625,30,21.15,21.15
pnw_oregon,20170704,209,21.02,21.03
pnw_oregon,20170711,713,21.12,21.13
pnw_oregon,20170713,1041,20.92,20.93
pnw_oregon,20170718,806,21.22,21.23
pnw_oregon,20170720,372,21.02,21.03
pnw_oregon,20170727,355,21.14,21.15
pnw_oregon,20170920,1,21.23,21.23
pnw_oregon,20170922,337,21.04,21.04
pnw_oregon,20171008,266,21.02,21.03
pnw_oregon,20171015,57,21.12,21.13
pnw_oregon,20171109,57,21.02,21.03
pnw_oregon,20171116,31,21.12,21.13
