run_time,lati,long,zagl
2016-11-23T20:04:07Z,39.74722,-104.00523,5
2016-11-23T20:04:07Z,39.76716,-104.01154,5
2016-11-23T20:04:08Z,39.80710,-104.02421,5
2016-11-23T20:04:08Z,39.79268,-104.00645,5
2016-11-23T20:04:08Z,39.82704,-104.03064,5
2016-11-23T20:04:08Z,39.80530,-104.00413,5
2016-11-23T20:04:08Z,39.83979,-104.02827,5
2016-11-23T20:04:08Z,39.82522,-104.01064,5
2016-11-23T20:04:09Z,39.83784,-104.00854,5
2016-11-23T20:04:09Z,39.90670,-104.05679,5
2016-11-23T20:04:09Z,39.89228,-104.03902,5
2016-11-23T20:04:10Z,39.86289,-104.00457,5
2016-11-23T20:04:10Z,39.92661,-104.06335,5
2016-11-23T20:04:10Z,39.91219,-104.04558,5
2016-11-23T20:04:10Z,39.89759,-104.02815,5
2016-11-23T20:04:10Z,39.87533,-104.00272,5
2016-11-23T20:04:10Z,39.93934,-104.06097,5
2016-11-23T20:04:10Z,39.91749,-104.03465,5
2016-11-23T20:04:10Z,39.89522,-104.00919,5
2016-11-23T20:04:10Z,39.95922,-104.06746,5
2016-11-23T20:04:11Z,39.93737,-104.04113,5
2016-11-23T20:04:11Z,39.91511,-104.01566,5
2016-11-23T20:04:11Z,39.95726,-104.04762,5
2016-11-23T20:04:11Z,39.93501,-104.02213,5
2016-11-23T20:04:11Z,39.95496,-104.02844,5
2016-11-23T20:04:11Z,40.01898,-104.08672,5
2016-11-23T20:04:12Z,40.04609,-104.10203,5
2016-11-23T20:04:12Z,40.02439,-104.07533,5
2016-11-23T20:04:12Z,40.00235,-104.04952,5
2016-11-23T20:04:12Z,40.06608,-104.10835,5
2016-11-23T20:04:12Z,40.04441,-104.08163,5
2016-11-23T20:04:12Z,40.02238,-104.05579,5
2016-11-23T20:04:12Z,40.08612,-104.11466,5
2016-11-23T20:04:12Z,40.06445,-104.08792,5
2016-11-23T20:04:13Z,40.03497,-104.05363,5
2016-11-23T20:04:13Z,40.10616,-104.12096,5
2016-11-23T20:04:13Z,40.09178,-104.10307,5
2016-11-23T20:04:13Z,40.07722,-104.08552,5
2016-11-23T20:04:13Z,40.05502,-104.05991,5
2016-11-23T20:04:13Z,40.12621,-104.12729,5
2016-11-23T20:04:13Z,40.11184,-104.10938,5
2016-11-23T20:04:13Z,40.09729,-104.09183,5
2016-11-23T20:04:13Z,40.07509,-104.06621,5
2016-11-23T20:04:13Z,40.14628,-104.13361,5
2016-11-23T20:04:13Z,40.12463,-104.10684,5
2016-11-23T20:04:14Z,40.09517,-104.07252,5
2016-11-23T20:04:14Z,40.16635,-104.13995,5
2016-11-23T20:04:14Z,40.15199,-104.12203,5
2016-11-23T20:04:14Z,40.13744,-104.10446,5
2016-11-23T20:04:14Z,40.11525,-104.07882,5
2016-11-23T20:04:14Z,40.18640,-104.14629,5
2016-11-23T20:04:14Z,40.17203,-104.12836,5
2016-11-23T20:04:14Z,40.15748,-104.11079,5
2016-11-23T20:04:14Z,40.13528,-104.08513,5
2016-11-23T20:04:14Z,40.20644,-104.15264,5
2016-11-23T20:04:14Z,40.18478,-104.12583,5
2016-11-23T20:04:15Z,40.15533,-104.09145,5
2016-11-23T20:04:15Z,40.22647,-104.15899,5
2016-11-23T20:04:15Z,40.20482,-104.13216,5
2016-11-23T20:04:15Z,40.17537,-104.09776,5
2016-11-23T20:04:15Z,40.24647,-104.16531,5
2016-11-23T20:04:15Z,40.22480,-104.13845,5
2016-11-23T20:04:15Z,40.19533,-104.10402,5
2016-11-23T20:04:15Z,40.24476,-104.14472,5
2016-11-23T20:04:16Z,40.21529,-104.11027,5
2016-11-23T20:04:16Z,40.24272,-104.12502,5
2016-11-23T20:04:16Z,40.30632,-104.18420,5
2016-11-23T20:04:16Z,40.26264,-104.13136,5
2016-11-23T20:04:17Z,40.28257,-104.13770,5
2016-11-23T20:04:17Z,40.34615,-104.19695,5
2016-11-23T20:04:17Z,40.29503,-104.13557,5
2016-11-23T20:04:17Z,40.35167,-104.18533,5
2016-11-23T20:04:17Z,40.33710,-104.16767,5
2016-11-23T20:04:17Z,40.31490,-104.14191,5
2016-11-23T20:04:17Z,40.38591,-104.20971,5
2016-11-23T20:04:17Z,40.36424,-104.18279,5
2016-11-23T20:04:18Z,40.34962,-104.16534,5
2016-11-23T20:04:18Z,40.40577,-104.21609,5
2016-11-23T20:04:18Z,40.38411,-104.18915,5
