run_time,lati,long,zagl
2015-01-11T21:06:28Z,35.00110,-121.39264,5
2015-01-11T21:06:29Z,35.03624,-121.40562,5
2015-01-11T21:06:29Z,35.01674,-121.37606,5
2015-01-11T21:06:29Z,35.07146,-121.41861,5
2015-01-11T21:06:30Z,35.00068,-121.34245,5
2015-01-11T21:06:30Z,35.04437,-121.37202,5
2015-01-11T21:06:30Z,35.12460,-121.43810,5
2015-01-11T21:06:30Z,35.08755,-121.40196,5
2015-01-11T21:06:31Z,35.14818,-121.43888,5
2015-01-11T21:06:31Z,35.09791,-121.39127,5
2015-01-11T21:06:31Z,35.07191,-121.36810,5
2015-01-11T21:06:31Z,35.17814,-121.45747,5
2015-01-11T21:06:32Z,35.12846,-121.40948,5
2015-01-11T21:06:32Z,35.15883,-121.42776,5
2015-01-11T21:06:32Z,35.10744,-121.38099,5
2015-01-11T21:06:32Z,35.20155,-121.45833,5
2015-01-11T21:06:32Z,35.23158,-121.47701,5
2015-01-11T21:06:33Z,35.18188,-121.42898,5
2015-01-11T21:06:33Z,35.14308,-121.39401,5
2015-01-11T21:06:33Z,35.23019,-121.45394,5
2015-01-11T21:06:33Z,35.17877,-121.40714,5
2015-01-11T21:06:33Z,35.26060,-121.47265,5
2015-01-11T21:06:34Z,35.20971,-121.42536,5
2015-01-11T21:06:34Z,35.30302,-121.50358,5
2015-01-11T21:06:34Z,35.24048,-121.44370,5
2015-01-11T21:06:35Z,35.28897,-121.46894,5
2015-01-11T21:06:35Z,35.25011,-121.43391,5
2015-01-11T21:06:35Z,35.35658,-121.52386,5
2015-01-11T21:06:35Z,35.31942,-121.48756,5
2015-01-11T21:06:36Z,35.34245,-121.48923,5
2015-01-11T21:06:36Z,35.30357,-121.45412,5
2015-01-11T21:06:36Z,35.41007,-121.54421,5
2015-01-11T21:06:36Z,35.37288,-121.50785,5
2015-01-11T21:06:37Z,35.39582,-121.50932,5
2015-01-11T21:06:37Z,35.35690,-121.47412,5
2015-01-11T21:06:37Z,35.43882,-121.53992,5
2015-01-11T21:06:37Z,35.49900,-121.57764,5
2015-01-11T21:06:37Z,35.46176,-121.54115,5
2015-01-11T21:06:38Z,35.41017,-121.49400,5
2015-01-11T21:06:38Z,35.44106,-121.51233,5
2015-01-11T21:06:38Z,35.53455,-121.59107,5
2015-01-11T21:06:38Z,35.51499,-121.56119,5
2015-01-11T21:06:39Z,35.47649,-121.52561,5
2015-01-11T21:06:39Z,35.55775,-121.59216,5
2015-01-11T21:06:39Z,35.58770,-121.61107,5
2015-01-11T21:06:39Z,35.53773,-121.56253,5
2015-01-11T21:06:39Z,35.49870,-121.52719,5
2015-01-11T21:06:40Z,35.62305,-121.62446,5
2015-01-11T21:06:40Z,35.58572,-121.58783,5
2015-01-11T21:06:40Z,35.56018,-121.56397,5
2015-01-11T21:06:40Z,35.53400,-121.54049,5
2015-01-11T21:06:41Z,35.60846,-121.58914,5
2015-01-11T21:06:41Z,35.58258,-121.56542,5
2015-01-11T21:06:41Z,35.67622,-121.64445,5
2015-01-11T21:06:41Z,35.63888,-121.60775,5
2015-01-11T21:06:41Z,35.69941,-121.64545,5
2015-01-11T21:06:42Z,35.64873,-121.59706,5
2015-01-11T21:06:42Z,35.62251,-121.57350,5
2015-01-11T21:06:42Z,35.72935,-121.66438,5
2015-01-11T21:06:42Z,35.67928,-121.61562,5
2015-01-11T21:06:42Z,35.70965,-121.63425,5
2015-01-11T21:06:42Z,35.65782,-121.58673,5
2015-01-11T21:06:42Z,35.73994,-121.65314,5
2015-01-11T21:06:43Z,35.78235,-121.68443,5
2015-01-11T21:06:43Z,35.69307,-121.60004,5
2015-01-11T21:06:43Z,35.74986,-121.64230,5
2015-01-11T21:06:43Z,35.79285,-121.67332,5
2015-01-11T21:06:44Z,35.72830,-121.61350,5
2015-01-11T21:06:44Z,35.83526,-121.70473,5
2015-01-11T21:06:44Z,35.80267,-121.66265,5
2015-01-11T21:06:44Z,35.76342,-121.62706,5
2015-01-11T21:06:44Z,35.87034,-121.71843,5
2015-01-11T21:06:45Z,35.83748,-121.67639,5
2015-01-11T21:06:45Z,35.90518,-121.73223,5
2015-01-11T21:06:45Z,35.81559,-121.64764,5
2015-01-11T21:06:45Z,35.88503,-121.70226,5
2015-01-11T21:06:46Z,35.84624,-121.66633,5
2015-01-11T21:06:46Z,35.94001,-121.74613,5
2015-01-11T21:06:46Z,35.91515,-121.72145,5
2015-01-11T21:06:46Z,35.86780,-121.66830,5
2015-01-11T21:06:47Z,35.91169,-121.69880,5
2015-01-11T21:06:47Z,35.99250,-121.76674,5
2015-01-11T21:06:47Z,35.95493,-121.72971,5
2015-01-11T21:06:47Z,35.92046,-121.68855,5
2015-01-11T21:06:47Z,36.02774,-121.78027,5
2015-01-11T21:06:47Z,35.99019,-121.74317,5
2015-01-11T21:06:48Z,35.95141,-121.70705,5
2015-01-11T21:06:48Z,36.05085,-121.78127,5
2015-01-11T21:06:48Z,36.02561,-121.75655,5
2015-01-11T21:06:48Z,35.97357,-121.70849,5
2015-01-11T21:06:48Z,36.08096,-121.80032,5
2015-01-11T21:06:49Z,36.00461,-121.72693,5
2015-01-11T21:06:49Z,36.04845,-121.75757,5
2015-01-11T21:06:49Z,36.11657,-121.81355,5
2015-01-11T21:06:49Z,36.02694,-121.72815,5
2015-01-11T21:06:49Z,36.09684,-121.78284,5
2015-01-11T21:06:50Z,36.15225,-121.82666,5
2015-01-11T21:06:50Z,36.12739,-121.80175,5
2015-01-11T21:06:50Z,36.06258,-121.74117,5
2015-01-11T21:06:50Z,36.18780,-121.83992,5
2015-01-11T21:06:50Z,36.16290,-121.81500,5
2015-01-11T21:06:51Z,36.13738,-121.79045,5
2015-01-11T21:06:51Z,36.09799,-121.75442,5
2015-01-11T21:06:51Z,36.22315,-121.85336,5
2015-01-11T21:06:51Z,36.15973,-121.79173,5
2015-01-11T21:06:51Z,36.13329,-121.76780,5
2015-01-11T21:06:52Z,36.19035,-121.81064,5
2015-01-11T21:06:52Z,36.25848,-121.86697,5
2015-01-11T21:06:52Z,36.22079,-121.82962,5
2015-01-11T21:06:52Z,36.16856,-121.78133,5
2015-01-11T21:06:52Z,36.19945,-121.80007,5
2015-01-11T21:06:52Z,36.25592,-121.84332,5
2015-01-11T21:06:53Z,36.23011,-121.81898,5
2015-01-11T21:06:53Z,36.28639,-121.86256,5
2015-01-11T21:06:53Z,36.23931,-121.80856,5
2015-01-11T21:06:53Z,36.31088,-121.86330,5
2015-01-11T21:06:54Z,36.28290,-121.83959,5
2015-01-11T21:06:54Z,36.34643,-121.87701,5
2015-01-11T21:06:54Z,36.31847,-121.85325,5
2015-01-11T21:06:58Z,36.55084,-121.96432,5
